时间[min]	数据[pA]
2.2407	120.0480
2.2410	118.8970
2.2413	117.7220
2.2417	116.5260
2.2420	115.3070
2.2423	114.0690
2.2427	112.8120
2.2430	111.5370
2.2433	110.2450
2.2437	108.9380
2.2440	107.6160
2.2443	106.2800
2.2447	104.9320
2.2450	103.5710
2.2453	102.2000
2.2457	100.8200
2.2460	99.4320
2.2463	98.0360
2.2467	96.6330
2.2470	95.2250
2.2473	93.8130
2.2477	92.3970
2.2480	90.9780
2.2483	89.5580
2.2487	88.1380
2.2490	86.7170
2.2493	85.2980
2.2497	83.8810
2.2500	82.4670
2.2503	81.0570
2.2507	79.6510
2.2510	78.2520
2.2513	76.8580
2.2517	75.4790
2.2520	74.1000
2.2523	72.7300
2.2527	71.3690
2.2530	70.0180
2.2533	68.6770
2.2537	67.3490
2.2540	66.0310
2.2543	64.7260
2.2547	63.4340
2.2550	62.1560
2.2553	60.8900
2.2557	59.6400
2.2560	58.4030
2.2563	57.1830
2.2567	55.9780
2.2570	54.7880
2.2573	53.6150
2.2577	52.4580
2.2580	51.3190
2.2583	50.1960
2.2587	49.0910
2.2590	48.0040
2.2593	46.9340
2.2597	45.8820
2.2600	44.8490
2.2603	43.8330
2.2607	42.8360
2.2610	41.8570
2.2613	40.8970
2.2617	39.9560
2.2620	39.0330
2.2623	38.1280
2.2627	37.2420
2.2630	36.3740
2.2633	35.5250
2.2637	34.6950
2.2640	33.8820
2.2643	33.0880
2.2647	32.3130
2.2650	31.5550
2.2653	30.8140
2.2657	30.0920
2.2660	29.3870
2.2663	28.7000
2.2667	28.0310
2.2670	27.3780
2.2673	26.7420
2.2677	26.1230
2.2680	25.5200
2.2683	24.9490
2.2687	24.3780
2.2690	23.8230
2.2693	23.2830
2.2697	22.7580
2.2700	22.2490
2.2703	21.7540
2.2707	21.2730
2.2710	20.8060
2.2713	20.3530
2.2717	19.9140
2.2720	19.4880
2.2723	19.0750
2.2727	18.6750
2.2730	18.2870
2.2733	17.9110
2.2737	17.5480
2.2740	17.1960
2.2743	16.8550
2.2747	16.5250
2.2750	16.2060
2.2753	15.8970
2.2757	15.5990
2.2760	15.3100
2.2763	15.0320
2.2767	14.7620
2.2770	14.5020
2.2773	14.2510
2.2777	14.0090
2.2780	13.7750
2.2783	13.5490
2.2787	13.3320
2.2790	13.1220
2.2793	12.9190
2.2797	12.7240
2.2800	12.5360
2.2803	12.3540
2.2807	12.1800
2.2810	12.0110
2.2813	11.8490
2.2817	11.6930
2.2820	11.5420
2.2823	11.3980
2.2827	11.2580
2.2830	11.1240
2.2833	10.9950
2.2837	10.8710
2.2840	10.7510
2.2843	10.6360
2.2847	10.5260
2.2850	10.4240
2.2853	10.3220
2.2857	10.2240
2.2860	10.1300
2.2863	10.0390
2.2867	9.9520
2.2870	9.8690
2.2873	9.7890
2.2877	9.7120
2.2880	9.6380
2.2883	9.5680
2.2887	9.4990
2.2890	9.4340
2.2893	9.3720
2.2897	9.3120
2.2900	9.2550
2.2903	9.2000
2.2907	9.1470
2.2910	9.0960
2.2913	9.0480
2.2917	9.0010
2.2920	8.9570
2.2923	8.9140
2.2927	8.8740
2.2930	8.8350
2.2933	8.7970
2.2937	8.7620
2.2940	8.7270
2.2943	8.6950
2.2947	8.6630
2.2950	8.6330
2.2953	8.6050
2.2957	8.5770
2.2960	8.5510
2.2963	8.5250
2.2967	8.5010
2.2970	8.4780
2.2973	8.4560
2.2977	8.4350
2.2980	8.4150
2.2983	8.3960
2.2987	8.3770
2.2990	8.3600
2.2993	8.3430
2.2997	8.3270
2.3000	8.3110
2.3003	8.2970
2.3007	8.2830
2.3010	8.2690
2.3013	8.2560
2.3017	8.2450
2.3020	8.2330
2.3023	8.2220
2.3027	8.2110
2.3030	8.2010
2.3033	8.1910
2.3037	8.1810
2.3040	8.1730
2.3043	8.1640
2.3047	8.1560
2.3050	8.1480
2.3053	8.1400
2.3057	8.1330
2.3060	8.1260
2.3063	8.1190
2.3067	8.1130
2.3070	8.1060
2.3073	8.1000
2.3077	8.0940
2.3080	8.0890
2.3083	8.0840
2.3087	8.0790
2.3090	8.0740
2.3093	8.0690
2.3097	8.0650
2.3100	8.0600
2.3103	8.0560
2.3107	8.0520
2.3110	8.0480
2.3113	8.0450
2.3117	8.0410
2.3120	8.0370
2.3123	8.0340
2.3127	8.0310
2.3130	8.0280
2.3133	8.0250
2.3137	8.0220
2.3140	8.0190
2.3143	8.0160
2.3147	8.0140
2.3150	8.0110
2.3153	8.0090
2.3157	8.0070
2.3160	8.0040
2.3163	8.0020
2.3167	8.0000
2.3170	7.9980
2.3173	7.9960
2.3177	7.9940
2.3180	7.9920
2.3183	7.9900
2.3187	7.9880
2.3190	7.9860
2.3193	7.9850
2.3197	7.9830
2.3200	7.9820
2.3203	7.9800
2.3207	7.9790
2.3210	7.9770
2.3213	7.9750
2.3217	7.9740
2.3220	7.9730
2.3223	7.9710
2.3227	7.9700
2.3230	7.9690
2.3233	7.9680
2.3237	7.9670
2.3240	7.9660
2.3243	7.9640
2.3247	7.9630
2.3250	7.9620
2.3253	7.9610
2.3257	7.9600
2.3260	7.9590
2.3263	7.9580
2.3267	7.9570
2.3270	7.9560
2.3273	7.9550
2.3277	7.9540
2.3280	7.9530
2.3283	7.9530
2.3287	7.9520
2.3290	7.9510
2.3293	7.9500
2.3297	7.9490
2.3300	7.9480
2.3303	7.9480
2.3307	7.9470
2.3310	7.9460
2.3313	7.9460
2.3317	7.9450
2.3320	7.9440
2.3323	7.9430
2.3327	7.9430
2.3330	7.9420
2.3333	7.9420
2.3337	7.9410
2.3340	7.9400
2.3343	7.9400
2.3347	7.9390
2.3350	7.9380
2.3353	7.9380
2.3357	7.9370
2.3360	7.9370
2.3363	7.9360
2.3367	7.9350
2.3370	7.9350
2.3373	7.9340
2.3377	7.9340
2.3380	7.9330
2.3383	7.9320
2.3387	7.9320
2.3390	7.9310
2.3393	7.9310
2.3397	7.9300
2.3400	7.9290
2.3403	7.9290
2.3407	7.9280
2.3410	7.9280
2.3413	7.9270
2.3417	7.9260
2.3420	7.9260
2.3423	7.9250
2.3427	7.9240
2.3430	7.9240
2.3433	7.9230
2.3437	7.9220
2.3440	7.9220
2.3443	7.9210
2.3447	7.9200
2.3450	7.9200
2.3453	7.9190
2.3457	7.9180
2.3460	7.9180
2.3463	7.9170
2.3467	7.9170
2.3470	7.9160
2.3473	7.9160
2.3477	7.9150
2.3480	7.9140
2.3483	7.9130
2.3487	7.9130
2.3490	7.9130
2.3493	7.9120
2.3497	7.9120
2.3500	7.9110
2.3503	7.9100
2.3507	7.9100
2.3510	7.9090
2.3513	7.9080
2.3517	7.9080
2.3520	7.9070
2.3523	7.9070
2.3527	7.9070
2.3530	7.9060
2.3533	7.9050
2.3537	7.9050
2.3540	7.9040
2.3543	7.9040
2.3547	7.9040
2.3550	7.9030
2.3553	7.9030
2.3557	7.9020
2.3560	7.9020
2.3563	7.9010
2.3567	7.9010
2.3570	7.9010
2.3573	7.9010
2.3577	7.9000
2.3580	7.9000
2.3583	7.9000
2.3587	7.8990
2.3590	7.8990
2.3593	7.8990
2.3597	7.8990
2.3600	7.8990
2.3603	7.8980
2.3607	7.8980
2.3610	7.8980
2.3613	7.8980
2.3617	7.8970
2.3620	7.8970
2.3623	7.8970
2.3627	7.8970
2.3630	7.8970
2.3633	7.8960
2.3637	7.8960
2.3640	7.8960
2.3643	7.8950
2.3647	7.8950
2.3650	7.8950
2.3653	7.8950
2.3657	7.8940
2.3660	7.8940
2.3663	7.8940
2.3667	7.8930
2.3670	7.8930
2.3673	7.8930
2.3677	7.8930
2.3680	7.8930
2.3683	7.8930
2.3687	7.8920
2.3690	7.8920
2.3693	7.8920
2.3697	7.8920
2.3700	7.8910
2.3703	7.8910
2.3707	7.8910
2.3710	7.8910
2.3713	7.8900
2.3717	7.8900
2.3720	7.8900
2.3723	7.8900
2.3727	7.8900
2.3730	7.8890
2.3733	7.8890
2.3737	7.8890
2.3740	7.8880
2.3743	7.8880
2.3747	7.8880
2.3750	7.8880
2.3753	7.8870
2.3757	7.8870
2.3760	7.8870
2.3763	7.8870
2.3767	7.8860
2.3770	7.8860
2.3773	7.8860
2.3777	7.8860
2.3780	7.8850
2.3783	7.8850
2.3787	7.8850
2.3790	7.8850
2.3793	7.8850
2.3797	7.8840
2.3800	7.8840
2.3803	7.8840
2.3807	7.8840
2.3810	7.8840
2.3813	7.8830
2.3817	7.8830
2.3820	7.8830
2.3823	7.8830
2.3827	7.8830
2.3830	7.8820
2.3833	7.8820
2.3837	7.8820
2.3840	7.8820
2.3843	7.8810
2.3847	7.8810
2.3850	7.8810
2.3853	7.8800
2.3857	7.8800
2.3860	7.8800
2.3863	7.8800
2.3867	7.8790
2.3870	7.8790
2.3873	7.8790
2.3877	7.8790
2.3880	7.8780
2.3883	7.8780
2.3887	7.8780
2.3890	7.8780
2.3893	7.8770
2.3897	7.8770
2.3900	7.8770
2.3903	7.8760
2.3907	7.8760
2.3910	7.8760
2.3913	7.8760
2.3917	7.8750
2.3920	7.8750
2.3923	7.8750
2.3927	7.8740
2.3930	7.8740
2.3933	7.8740
2.3937	7.8730
2.3940	7.8730
2.3943	7.8730
2.3947	7.8730
2.3950	7.8730
2.3953	7.8720
2.3957	7.8720
2.3960	7.8720
2.3963	7.8720
2.3967	7.8710
2.3970	7.8710
2.3973	7.8710
2.3977	7.8710
2.3980	7.8700
2.3983	7.8700
2.3987	7.8700
2.3990	7.8690
2.3993	7.8690
2.3997	7.8690
2.4000	7.8690
2.4003	7.8690
2.4007	7.8680
2.4010	7.8680
2.4013	7.8680
2.4017	7.8680
2.4020	7.8670
2.4023	7.8670
2.4027	7.8670
2.4030	7.8670
2.4033	7.8670
2.4037	7.8670
2.4040	7.8670
2.4043	7.8660
2.4047	7.8660
2.4050	7.8660
2.4053	7.8660
2.4057	7.8660
2.4060	7.8660
2.4063	7.8660
2.4067	7.8660
2.4070	7.8660
2.4073	7.8650
2.4077	7.8650
2.4080	7.8650
2.4083	7.8650
2.4087	7.8650
2.4090	7.8650
2.4093	7.8650
2.4097	7.8650
2.4100	7.8650
2.4103	7.8650
2.4107	7.8640
2.4110	7.8640
2.4113	7.8640
2.4117	7.8640
2.4120	7.8640
2.4123	7.8640
2.4127	7.8630
2.4130	7.8630
2.4133	7.8630
2.4137	7.8630
2.4140	7.8630
2.4143	7.8630
2.4147	7.8630
2.4150	7.8630
2.4153	7.8620
2.4157	7.8620
2.4160	7.8620
2.4163	7.8620
2.4167	7.8620
2.4170	7.8620
2.4173	7.8610
2.4177	7.8610
2.4180	7.8610
2.4183	7.8610
2.4187	7.8610
2.4190	7.8610
2.4193	7.8610
2.4197	7.8610
2.4200	7.8610
2.4203	7.8610
2.4207	7.8610
2.4210	7.8600
2.4213	7.8600
2.4217	7.8600
2.4220	7.8600
2.4223	7.8600
2.4227	7.8600
2.4230	7.8600
2.4233	7.8600
2.4237	7.8600
2.4240	7.8600
2.4243	7.8600
2.4247	7.8590
2.4250	7.8590
2.4253	7.8590
2.4257	7.8590
2.4260	7.8590
2.4263	7.8590
2.4267	7.8590
2.4270	7.8590
2.4273	7.8580
2.4277	7.8580
2.4280	7.8580
2.4283	7.8580
2.4287	7.8580
2.4290	7.8580
2.4293	7.8580
2.4297	7.8580
2.4300	7.8570
2.4303	7.8570
2.4307	7.8570
2.4310	7.8570
2.4313	7.8570
2.4317	7.8570
2.4320	7.8560
2.4323	7.8560
2.4327	7.8560
2.4330	7.8560
2.4333	7.8560
2.4337	7.8560
2.4340	7.8550
2.4343	7.8550
2.4347	7.8550
2.4350	7.8550
2.4353	7.8550
2.4357	7.8550
2.4360	7.8550
2.4363	7.8550
2.4367	7.8550
2.4370	7.8540
2.4373	7.8540
2.4377	7.8540
2.4380	7.8540
2.4383	7.8540
2.4387	7.8530
2.4390	7.8530
2.4393	7.8530
2.4397	7.8530
2.4400	7.8530
2.4403	7.8530
2.4407	7.8520
2.4410	7.8520
2.4413	7.8520
2.4417	7.8520
2.4420	7.8520
2.4423	7.8520
2.4427	7.8520
2.4430	7.8520
2.4433	7.8520
2.4437	7.8510
2.4440	7.8510
2.4443	7.8510
2.4447	7.8510
2.4450	7.8510
2.4453	7.8510
2.4457	7.8510
2.4460	7.8510
2.4463	7.8510
2.4467	7.8510
2.4470	7.8510
2.4473	7.8510
2.4477	7.8510
2.4480	7.8510
2.4483	7.8500
2.4487	7.8500
2.4490	7.8510
2.4493	7.8510
2.4497	7.8510
2.4500	7.8510
2.4503	7.8500
2.4507	7.8500
2.4510	7.8500
2.4513	7.8500
2.4517	7.8500
2.4520	7.8500
2.4523	7.8500
2.4527	7.8500
2.4530	7.8500
2.4533	7.8490
2.4537	7.8490
2.4540	7.8490
2.4543	7.8490
2.4547	7.8490
2.4550	7.8490
2.4553	7.8490
2.4557	7.8490
2.4560	7.8490
2.4563	7.8490
2.4567	7.8480
2.4570	7.8480
2.4573	7.8480
2.4577	7.8480
2.4580	7.8480
2.4583	7.8480
2.4587	7.8480
2.4590	7.8480
2.4593	7.8480
2.4597	7.8470
2.4600	7.8470
2.4603	7.8470
2.4607	7.8470
2.4610	7.8470
2.4613	7.8470
2.4617	7.8470
2.4620	7.8470
2.4623	7.8470
2.4627	7.8470
2.4630	7.8470
2.4633	7.8460
2.4637	7.8460
2.4640	7.8460
2.4643	7.8460
2.4647	7.8460
2.4650	7.8460
2.4653	7.8460
2.4657	7.8460
2.4660	7.8460
2.4663	7.8460
2.4667	7.8450
2.4670	7.8450
2.4673	7.8450
2.4677	7.8450
2.4680	7.8450
2.4683	7.8450
2.4687	7.8450
2.4690	7.8450
2.4693	7.8450
2.4697	7.8450
2.4700	7.8460
2.4703	7.8460
2.4707	7.8460
2.4710	7.8460
2.4713	7.8460
2.4717	7.8460
2.4720	7.8460
2.4723	7.8460
2.4727	7.8460
2.4730	7.8460
2.4733	7.8460
2.4737	7.8460
2.4740	7.8460
2.4743	7.8460
2.4747	7.8460
2.4750	7.8460
2.4753	7.8460
2.4757	7.8460
2.4760	7.8460
2.4763	7.8460
2.4767	7.8460
2.4770	7.8460
2.4773	7.8460
2.4777	7.8460
2.4780	7.8470
2.4783	7.8470
2.4787	7.8470
2.4790	7.8470
2.4793	7.8470
2.4797	7.8470
2.4800	7.8470
2.4803	7.8470
2.4807	7.8470
2.4810	7.8470
2.4813	7.8470
2.4817	7.8470
2.4820	7.8470
2.4823	7.8470
2.4827	7.8470
2.4830	7.8470
2.4833	7.8470
2.4837	7.8470
2.4840	7.8470
2.4843	7.8470
2.4847	7.8470
2.4850	7.8470
2.4853	7.8470
2.4857	7.8480
2.4860	7.8480
2.4863	7.8480
2.4867	7.8480
2.4870	7.8480
2.4873	7.8470
2.4877	7.8480
2.4880	7.8480
2.4883	7.8480
2.4887	7.8480
2.4890	7.8480
2.4893	7.8480
2.4897	7.8480
2.4900	7.8480
2.4903	7.8480
2.4907	7.8480
2.4910	7.8480
2.4913	7.8480
2.4917	7.8490
2.4920	7.8490
2.4923	7.8490
2.4927	7.8490
2.4930	7.8490
2.4933	7.8490
2.4937	7.8490
2.4940	7.8500
2.4943	7.8500
2.4947	7.8500
2.4950	7.8500
2.4953	7.8500
2.4957	7.8500
2.4960	7.8500
2.4963	7.8500
2.4967	7.8500
2.4970	7.8500
2.4973	7.8510
2.4977	7.8510
2.4980	7.8510
2.4983	7.8510
2.4987	7.8510
2.4990	7.8510
2.4993	7.8510
2.4997	7.8520
2.5000	7.8520
2.5003	7.8520
2.5007	7.8520
2.5010	7.8520
2.5013	7.8520
2.5017	7.8520
2.5020	7.8520
2.5023	7.8520
2.5027	7.8520
2.5030	7.8530
2.5033	7.8530
2.5037	7.8530
2.5040	7.8530
2.5043	7.8530
2.5047	7.8530
2.5050	7.8530
2.5053	7.8530
2.5057	7.8540
2.5060	7.8540
2.5063	7.8540
2.5067	7.8540
2.5070	7.8540
2.5073	7.8540
2.5077	7.8540
2.5080	7.8540
2.5083	7.8540
2.5087	7.8550
2.5090	7.8550
2.5093	7.8550
2.5097	7.8550
2.5100	7.8550
2.5103	7.8550
2.5107	7.8550
2.5110	7.8550
2.5113	7.8550
2.5117	7.8560
2.5120	7.8560
2.5123	7.8560
2.5127	7.8560
2.5130	7.8560
2.5133	7.8560
2.5137	7.8560
2.5140	7.8560
2.5143	7.8560
2.5147	7.8560
2.5150	7.8560
2.5153	7.8560
2.5157	7.8560
2.5160	7.8560
2.5163	7.8560
2.5167	7.8560
2.5170	7.8560
2.5173	7.8560
2.5177	7.8560
2.5180	7.8560
2.5183	7.8560
2.5187	7.8560
2.5190	7.8560
2.5193	7.8570
2.5197	7.8570
2.5200	7.8570
2.5203	7.8570
2.5207	7.8570
2.5210	7.8570
2.5213	7.8570
2.5217	7.8570
2.5220	7.8570
2.5223	7.8570
2.5227	7.8570
2.5230	7.8570
2.5233	7.8570
2.5237	7.8570
2.5240	7.8570
2.5243	7.8570
2.5247	7.8570
2.5250	7.8560
2.5253	7.8560
2.5257	7.8560
2.5260	7.8560
2.5263	7.8560
2.5267	7.8560
2.5270	7.8560
2.5273	7.8560
2.5277	7.8560
2.5280	7.8560
2.5283	7.8560
2.5287	7.8560
2.5290	7.8560
2.5293	7.8560
2.5297	7.8560
2.5300	7.8560
2.5303	7.8560
2.5307	7.8560
2.5310	7.8560
2.5313	7.8560
2.5317	7.8560
2.5320	7.8560
2.5323	7.8560
2.5327	7.8560
2.5330	7.8560
2.5333	7.8560
2.5337	7.8560
2.5340	7.8560
2.5343	7.8560
2.5347	7.8550
2.5350	7.8550
2.5353	7.8550
2.5357	7.8550
2.5360	7.8550
2.5363	7.8550
2.5367	7.8550
2.5370	7.8550
2.5373	7.8550
2.5377	7.8540
2.5380	7.8540
2.5383	7.8540
2.5387	7.8540
2.5390	7.8540
2.5393	7.8540
2.5397	7.8540
2.5400	7.8540
2.5403	7.8540
2.5407	7.8530
2.5410	7.8530
2.5413	7.8530
2.5417	7.8530
2.5420	7.8530
2.5423	7.8530
2.5427	7.8530
2.5430	7.8530
2.5433	7.8530
2.5437	7.8530
2.5440	7.8530
2.5443	7.8530
2.5447	7.8530
2.5450	7.8520
2.5453	7.8520
2.5457	7.8520
2.5460	7.8520
2.5463	7.8520
2.5467	7.8520
2.5470	7.8520
2.5473	7.8520
2.5477	7.8510
2.5480	7.8510
2.5483	7.8510
2.5487	7.8510
2.5490	7.8510
2.5493	7.8510
2.5497	7.8510
2.5500	7.8510
2.5503	7.8500
2.5507	7.8500
2.5510	7.8500
2.5513	7.8500
2.5517	7.8500
2.5520	7.8500
2.5523	7.8500
2.5527	7.8490
2.5530	7.8490
2.5533	7.8490
2.5537	7.8490
2.5540	7.8490
2.5543	7.8490
2.5547	7.8490
2.5550	7.8490
2.5553	7.8490
2.5557	7.8490
2.5560	7.8490
2.5563	7.8480
2.5567	7.8480
2.5570	7.8480
2.5573	7.8480
2.5577	7.8480
2.5580	7.8480
2.5583	7.8480
2.5587	7.8470
2.5590	7.8470
2.5593	7.8470
2.5597	7.8470
2.5600	7.8470
2.5603	7.8470
2.5607	7.8470
2.5610	7.8470
2.5613	7.8470
2.5617	7.8460
2.5620	7.8470
2.5623	7.8470
2.5627	7.8470
2.5630	7.8470
2.5633	7.8460
2.5637	7.8460
2.5640	7.8460
2.5643	7.8460
2.5647	7.8460
2.5650	7.8470
2.5653	7.8460
2.5657	7.8460
2.5660	7.8460
2.5663	7.8460
2.5667	7.8460
2.5670	7.8460
2.5673	7.8470
2.5677	7.8470
2.5680	7.8470
2.5683	7.8460
2.5687	7.8460
2.5690	7.8460
2.5693	7.8470
2.5697	7.8470
2.5700	7.8470
2.5703	7.8470
2.5707	7.8470
2.5710	7.8470
2.5713	7.8470
2.5717	7.8470
2.5720	7.8470
2.5723	7.8480
2.5727	7.8480
2.5730	7.8480
2.5733	7.8480
2.5737	7.8480
2.5740	7.8480
2.5743	7.8480
2.5747	7.8480
2.5750	7.8480
2.5753	7.8480
2.5757	7.8490
2.5760	7.8490
2.5763	7.8480
2.5767	7.8480
2.5770	7.8480
2.5773	7.8480
2.5777	7.8490
2.5780	7.8490
2.5783	7.8490
2.5787	7.8490
2.5790	7.8480
2.5793	7.8480
2.5797	7.8480
2.5800	7.8480
2.5803	7.8490
2.5807	7.8490
2.5810	7.8490
2.5813	7.8490
2.5817	7.8480
2.5820	7.8480
2.5823	7.8490
2.5827	7.8490
2.5830	7.8490
2.5833	7.8490
2.5837	7.8490
2.5840	7.8490
2.5843	7.8490
2.5847	7.8490
2.5850	7.8490
2.5853	7.8490
2.5857	7.8490
2.5860	7.8490
2.5863	7.8500
2.5867	7.8490
2.5870	7.8490
2.5873	7.8490
2.5877	7.8490
2.5880	7.8490
2.5883	7.8500
2.5887	7.8500
2.5890	7.8500
2.5893	7.8500
2.5897	7.8500
2.5900	7.8500
2.5903	7.8500
2.5907	7.8500
2.5910	7.8500
2.5913	7.8500
2.5917	7.8500
2.5920	7.8510
2.5923	7.8510
2.5927	7.8510
2.5930	7.8510
2.5933	7.8510
2.5937	7.8510
2.5940	7.8520
2.5943	7.8520
2.5947	7.8520
2.5950	7.8520
2.5953	7.8530
2.5957	7.8530
2.5960	7.8530
2.5963	7.8540
2.5967	7.8540
2.5970	7.8540
2.5973	7.8540
2.5977	7.8550
2.5980	7.8550
2.5983	7.8550
2.5987	7.8550
2.5990	7.8550
2.5993	7.8550
2.5997	7.8560
2.6000	7.8560
2.6003	7.8560
2.6007	7.8560
2.6010	7.8560
2.6013	7.8570
2.6017	7.8570
2.6020	7.8570
2.6023	7.8570
2.6027	7.8570
2.6030	7.8580
2.6033	7.8580
2.6037	7.8580
2.6040	7.8580
2.6043	7.8590
2.6047	7.8590
2.6050	7.8590
2.6053	7.8590
2.6057	7.8590
2.6060	7.8600
2.6063	7.8600
2.6067	7.8600
2.6070	7.8600
2.6073	7.8600
2.6077	7.8600
2.6080	7.8600
2.6083	7.8610
2.6087	7.8610
2.6090	7.8610
2.6093	7.8610
2.6097	7.8610
2.6100	7.8610
2.6103	7.8620
2.6107	7.8620
2.6110	7.8620
2.6113	7.8620
2.6117	7.8620
2.6120	7.8620
2.6123	7.8620
2.6127	7.8620
2.6130	7.8620
2.6133	7.8620
2.6137	7.8620
2.6140	7.8620
2.6143	7.8620
2.6147	7.8620
2.6150	7.8620
2.6153	7.8620
2.6157	7.8620
2.6160	7.8620
2.6163	7.8620
2.6167	7.8620
2.6170	7.8620
2.6173	7.8620
2.6177	7.8620
2.6180	7.8620
2.6183	7.8620
2.6187	7.8620
2.6190	7.8630
2.6193	7.8620
2.6197	7.8620
2.6200	7.8620
2.6203	7.8620
2.6207	7.8620
2.6210	7.8620
2.6213	7.8620
2.6217	7.8620
2.6220	7.8620
2.6223	7.8620
2.6227	7.8620
2.6230	7.8620
2.6233	7.8620
2.6237	7.8620
2.6240	7.8620
2.6243	7.8620
2.6247	7.8610
2.6250	7.8610
2.6253	7.8610
2.6257	7.8610
2.6260	7.8610
2.6263	7.8610
2.6267	7.8610
2.6270	7.8610
2.6273	7.8600
2.6277	7.8600
2.6280	7.8600
2.6283	7.8600
2.6287	7.8600
2.6290	7.8600
2.6293	7.8600
2.6297	7.8590
2.6300	7.8590
2.6303	7.8590
2.6307	7.8590
2.6310	7.8590
2.6313	7.8590
2.6317	7.8590
2.6320	7.8590
2.6323	7.8590
2.6327	7.8590
2.6330	7.8590
2.6333	7.8580
2.6337	7.8580
2.6340	7.8590
2.6343	7.8590
2.6347	7.8580
2.6350	7.8580
2.6353	7.8580
2.6357	7.8580
2.6360	7.8580
2.6363	7.8580
2.6367	7.8580
2.6370	7.8580
2.6373	7.8580
2.6377	7.8580
2.6380	7.8570
2.6383	7.8570
2.6387	7.8570
2.6390	7.8570
2.6393	7.8570
2.6397	7.8570
2.6400	7.8570
2.6403	7.8570
2.6407	7.8570
2.6410	7.8570
2.6413	7.8570
2.6417	7.8570
2.6420	7.8570
2.6423	7.8560
2.6427	7.8560
2.6430	7.8560
2.6433	7.8560
2.6437	7.8560
2.6440	7.8560
2.6443	7.8560
2.6447	7.8560
2.6450	7.8560
2.6453	7.8560
2.6457	7.8560
2.6460	7.8560
2.6463	7.8560
2.6467	7.8560
2.6470	7.8550
2.6473	7.8550
2.6477	7.8550
2.6480	7.8550
2.6483	7.8550
2.6487	7.8550
2.6490	7.8550
2.6493	7.8550
2.6497	7.8540
2.6500	7.8540
2.6503	7.8540
2.6507	7.8540
2.6510	7.8540
2.6513	7.8540
2.6517	7.8540
2.6520	7.8540
2.6523	7.8540
2.6527	7.8540
2.6530	7.8540
2.6533	7.8530
2.6537	7.8540
2.6540	7.8540
2.6543	7.8540
2.6547	7.8540
2.6550	7.8540
2.6553	7.8530
2.6557	7.8530
2.6560	7.8530
2.6563	7.8530
2.6567	7.8530
2.6570	7.8530
2.6573	7.8530
2.6577	7.8530
2.6580	7.8530
2.6583	7.8530
2.6587	7.8530
2.6590	7.8530
2.6593	7.8530
2.6597	7.8530
2.6600	7.8530
2.6603	7.8530
2.6607	7.8530
2.6610	7.8530
2.6613	7.8530
2.6617	7.8530
2.6620	7.8540
2.6623	7.8540
2.6627	7.8540
2.6630	7.8540
2.6633	7.8540
2.6637	7.8540
2.6640	7.8540
2.6643	7.8540
2.6647	7.8540
2.6650	7.8540
2.6653	7.8540
2.6657	7.8540
2.6660	7.8540
2.6663	7.8540
2.6667	7.8540
2.6670	7.8540
2.6673	7.8540
2.6677	7.8540
2.6680	7.8540
2.6683	7.8530
2.6687	7.8530
2.6690	7.8530
2.6693	7.8530
2.6697	7.8530
2.6700	7.8530
2.6703	7.8530
2.6707	7.8530
2.6710	7.8530
2.6713	7.8530
2.6717	7.8530
2.6720	7.8530
2.6723	7.8530
2.6727	7.8530
2.6730	7.8530
2.6733	7.8530
2.6737	7.8530
2.6740	7.8530
2.6743	7.8530
2.6747	7.8530
2.6750	7.8530
2.6753	7.8530
2.6757	7.8530
2.6760	7.8530
2.6763	7.8530
2.6767	7.8520
2.6770	7.8520
2.6773	7.8520
2.6777	7.8520
2.6780	7.8520
2.6783	7.8520
2.6787	7.8520
2.6790	7.8520
2.6793	7.8520
2.6797	7.8520
2.6800	7.8520
2.6803	7.8520
2.6807	7.8520
2.6810	7.8520
2.6813	7.8520
2.6817	7.8520
2.6820	7.8520
2.6823	7.8520
2.6827	7.8520
2.6830	7.8520
2.6833	7.8520
2.6837	7.8520
2.6840	7.8520
2.6843	7.8520
2.6847	7.8520
2.6850	7.8520
2.6853	7.8520
2.6857	7.8520
2.6860	7.8520
2.6863	7.8520
2.6867	7.8520
2.6870	7.8520
2.6873	7.8520
2.6877	7.8520
2.6880	7.8520
2.6883	7.8520
2.6887	7.8520
2.6890	7.8520
2.6893	7.8520
2.6897	7.8520
2.6900	7.8520
2.6903	7.8520
2.6907	7.8520
2.6910	7.8520
2.6913	7.8520
2.6917	7.8520
2.6920	7.8520
2.6923	7.8520
2.6927	7.8520
2.6930	7.8520
2.6933	7.8520
2.6937	7.8520
2.6940	7.8520
2.6943	7.8520
2.6947	7.8520
2.6950	7.8520
2.6953	7.8520
2.6957	7.8520
2.6960	7.8520
2.6963	7.8520
2.6967	7.8520
2.6970	7.8520
2.6973	7.8520
2.6977	7.8520
2.6980	7.8520
2.6983	7.8520
2.6987	7.8520
2.6990	7.8520
2.6993	7.8520
2.6997	7.8520
2.7000	7.8520
2.7003	7.8520
2.7007	7.8520
2.7010	7.8520
2.7013	7.8520
2.7017	7.8520
2.7020	7.8520
2.7023	7.8520
2.7027	7.8520
2.7030	7.8520
2.7033	7.8520
2.7037	7.8520
2.7040	7.8520
2.7043	7.8520
2.7047	7.8520
2.7050	7.8520
2.7053	7.8520
2.7057	7.8520
2.7060	7.8520
2.7063	7.8520
