时间[min]	数据[pA]
1.3087	7.9150
1.3090	7.9130
1.3093	7.9110
1.3097	7.9100
1.3100	7.9080
1.3103	7.9060
1.3107	7.9050
1.3110	7.9030
1.3113	7.9020
1.3117	7.9010
1.3120	7.8990
1.3123	7.8980
1.3127	7.8970
1.3130	7.8950
1.3133	7.8940
1.3137	7.8930
1.3140	7.8920
1.3143	7.8910
1.3147	7.8900
1.3150	7.8890
1.3153	7.8890
1.3157	7.8880
1.3160	7.8870
1.3163	7.8870
1.3167	7.8860
1.3170	7.8860
1.3173	7.8850
1.3177	7.8840
1.3180	7.8840
1.3183	7.8830
1.3187	7.8830
1.3190	7.8820
1.3193	7.8820
1.3197	7.8810
1.3200	7.8810
1.3203	7.8800
1.3207	7.8800
1.3210	7.8790
1.3213	7.8790
1.3217	7.8790
1.3220	7.8780
1.3223	7.8780
1.3227	7.8770
1.3230	7.8770
1.3233	7.8770
1.3237	7.8760
1.3240	7.8760
1.3243	7.8760
1.3247	7.8750
1.3250	7.8750
1.3253	7.8740
1.3257	7.8740
1.3260	7.8740
1.3263	7.8730
1.3267	7.8730
1.3270	7.8730
1.3273	7.8730
1.3277	7.8720
1.3280	7.8720
1.3283	7.8710
1.3287	7.8710
1.3290	7.8710
1.3293	7.8710
1.3297	7.8710
1.3300	7.8700
1.3303	7.8700
1.3307	7.8700
1.3310	7.8690
1.3313	7.8690
1.3317	7.8690
1.3320	7.8690
1.3323	7.8680
1.3327	7.8680
1.3330	7.8680
1.3333	7.8670
1.3337	7.8670
1.3340	7.8660
1.3343	7.8660
1.3347	7.8660
1.3350	7.8650
1.3353	7.8650
1.3357	7.8650
1.3360	7.8640
1.3363	7.8640
1.3367	7.8640
1.3370	7.8640
1.3373	7.8630
1.3377	7.8630
1.3380	7.8630
1.3383	7.8630
1.3387	7.8620
1.3390	7.8620
1.3393	7.8620
1.3397	7.8620
1.3400	7.8610
1.3403	7.8610
1.3407	7.8610
1.3410	7.8610
1.3413	7.8600
1.3417	7.8600
1.3420	7.8600
1.3423	7.8600
1.3427	7.8600
1.3430	7.8590
1.3433	7.8590
1.3437	7.8590
1.3440	7.8590
1.3443	7.8590
1.3447	7.8580
1.3450	7.8580
1.3453	7.8580
1.3457	7.8580
1.3460	7.8580
1.3463	7.8580
1.3467	7.8570
1.3470	7.8570
1.3473	7.8570
1.3477	7.8570
1.3480	7.8570
1.3483	7.8570
1.3487	7.8560
1.3490	7.8560
1.3493	7.8560
1.3497	7.8560
1.3500	7.8560
1.3503	7.8550
1.3507	7.8550
1.3510	7.8550
1.3513	7.8540
1.3517	7.8540
1.3520	7.8540
1.3523	7.8540
1.3527	7.8540
1.3530	7.8540
1.3533	7.8540
1.3537	7.8540
1.3540	7.8540
1.3543	7.8530
1.3547	7.8530
1.3550	7.8530
1.3553	7.8530
1.3557	7.8530
1.3560	7.8530
1.3563	7.8530
1.3567	7.8530
1.3570	7.8520
1.3573	7.8520
1.3577	7.8520
1.3580	7.8520
1.3583	7.8520
1.3587	7.8520
1.3590	7.8520
1.3593	7.8510
1.3597	7.8510
1.3600	7.8510
1.3603	7.8510
1.3607	7.8510
1.3610	7.8510
1.3613	7.8510
1.3617	7.8510
1.3620	7.8500
1.3623	7.8500
1.3627	7.8500
1.3630	7.8500
1.3633	7.8500
1.3637	7.8500
1.3640	7.8500
1.3643	7.8500
1.3647	7.8500
1.3650	7.8490
1.3653	7.8500
1.3657	7.8500
1.3660	7.8500
1.3663	7.8500
1.3667	7.8490
1.3670	7.8490
1.3673	7.8490
1.3677	7.8490
1.3680	7.8490
1.3683	7.8490
1.3687	7.8490
1.3690	7.8490
1.3693	7.8490
1.3697	7.8490
1.3700	7.8490
1.3703	7.8490
1.3707	7.8490
1.3710	7.8490
1.3713	7.8490
1.3717	7.8490
1.3720	7.8490
1.3723	7.8490
1.3727	7.8480
1.3730	7.8480
1.3733	7.8480
1.3737	7.8480
1.3740	7.8480
1.3743	7.8480
1.3747	7.8480
1.3750	7.8480
1.3753	7.8480
1.3757	7.8480
1.3760	7.8480
1.3763	7.8480
1.3767	7.8480
1.3770	7.8480
1.3773	7.8480
1.3777	7.8480
1.3780	7.8480
1.3783	7.8480
1.3787	7.8480
1.3790	7.8480
1.3793	7.8480
1.3797	7.8480
1.3800	7.8470
1.3803	7.8470
1.3807	7.8470
1.3810	7.8470
1.3813	7.8470
1.3817	7.8470
1.3820	7.8470
1.3823	7.8470
1.3827	7.8470
1.3830	7.8470
1.3833	7.8470
1.3837	7.8470
1.3840	7.8470
1.3843	7.8470
1.3847	7.8460
1.3850	7.8460
1.3853	7.8460
1.3857	7.8460
1.3860	7.8460
1.3863	7.8460
1.3867	7.8460
1.3870	7.8460
1.3873	7.8460
1.3877	7.8450
1.3880	7.8450
1.3883	7.8450
1.3887	7.8450
1.3890	7.8450
1.3893	7.8450
1.3897	7.8450
1.3900	7.8450
1.3903	7.8450
1.3907	7.8450
1.3910	7.8440
1.3913	7.8440
1.3917	7.8440
1.3920	7.8440
1.3923	7.8440
1.3927	7.8440
1.3930	7.8440
1.3933	7.8440
1.3937	7.8430
1.3940	7.8430
1.3943	7.8430
1.3947	7.8430
1.3950	7.8430
1.3953	7.8430
1.3957	7.8430
1.3960	7.8430
1.3963	7.8430
1.3967	7.8430
1.3970	7.8430
1.3973	7.8430
1.3977	7.8420
1.3980	7.8420
1.3983	7.8420
1.3987	7.8420
1.3990	7.8420
1.3993	7.8420
1.3997	7.8420
1.4000	7.8420
1.4003	7.8420
1.4007	7.8420
1.4010	7.8420
1.4013	7.8420
1.4017	7.8420
1.4020	7.8420
1.4023	7.8420
1.4027	7.8420
1.4030	7.8420
1.4033	7.8420
1.4037	7.8420
1.4040	7.8420
1.4043	7.8420
1.4047	7.8420
1.4050	7.8420
1.4053	7.8420
1.4057	7.8410
1.4060	7.8410
1.4063	7.8410
1.4067	7.8410
1.4070	7.8410
1.4073	7.8410
1.4077	7.8410
1.4080	7.8410
1.4083	7.8410
1.4087	7.8410
1.4090	7.8410
1.4093	7.8410
1.4097	7.8410
1.4100	7.8410
1.4103	7.8410
1.4107	7.8400
1.4110	7.8400
1.4113	7.8400
1.4117	7.8400
1.4120	7.8400
1.4123	7.8400
1.4127	7.8400
1.4130	7.8400
1.4133	7.8400
1.4137	7.8400
1.4140	7.8400
1.4143	7.8390
1.4147	7.8390
1.4150	7.8390
1.4153	7.8390
1.4157	7.8390
1.4160	7.8400
1.4163	7.8390
1.4167	7.8390
1.4170	7.8390
1.4173	7.8390
1.4177	7.8390
1.4180	7.8390
1.4183	7.8390
1.4187	7.8390
1.4190	7.8390
1.4193	7.8390
1.4197	7.8390
1.4200	7.8390
1.4203	7.8390
1.4207	7.8390
1.4210	7.8390
1.4213	7.8390
1.4217	7.8390
1.4220	7.8390
1.4223	7.8390
1.4227	7.8390
1.4230	7.8390
1.4233	7.8390
1.4237	7.8400
1.4240	7.8400
1.4243	7.8400
1.4247	7.8400
1.4250	7.8400
1.4253	7.8400
1.4257	7.8400
1.4260	7.8400
1.4263	7.8400
1.4267	7.8400
1.4270	7.8400
1.4273	7.8400
1.4277	7.8400
1.4280	7.8400
1.4283	7.8390
1.4287	7.8390
1.4290	7.8390
1.4293	7.8390
1.4297	7.8390
1.4300	7.8390
1.4303	7.8390
1.4307	7.8390
1.4310	7.8380
1.4313	7.8380
1.4317	7.8380
1.4320	7.8380
1.4323	7.8380
1.4327	7.8380
1.4330	7.8380
1.4333	7.8380
1.4337	7.8380
1.4340	7.8370
1.4343	7.8370
1.4347	7.8370
1.4350	7.8370
1.4353	7.8370
1.4357	7.8370
1.4360	7.8360
1.4363	7.8360
1.4367	7.8360
1.4370	7.8360
1.4373	7.8360
1.4377	7.8360
1.4380	7.8360
1.4383	7.8350
1.4387	7.8350
1.4390	7.8350
1.4393	7.8350
1.4397	7.8350
1.4400	7.8340
1.4403	7.8340
1.4407	7.8340
1.4410	7.8340
1.4413	7.8340
1.4417	7.8330
1.4420	7.8330
1.4423	7.8330
1.4427	7.8330
1.4430	7.8330
1.4433	7.8330
1.4437	7.8330
1.4440	7.8330
1.4443	7.8330
1.4447	7.8330
1.4450	7.8330
1.4453	7.8330
1.4457	7.8330
1.4460	7.8330
1.4463	7.8330
1.4467	7.8320
1.4470	7.8320
1.4473	7.8320
1.4477	7.8320
1.4480	7.8320
1.4483	7.8320
1.4487	7.8320
1.4490	7.8320
1.4493	7.8320
1.4497	7.8320
1.4500	7.8320
1.4503	7.8320
1.4507	7.8320
1.4510	7.8320
1.4513	7.8320
1.4517	7.8320
1.4520	7.8320
1.4523	7.8320
1.4527	7.8320
1.4530	7.8320
1.4533	7.8320
1.4537	7.8320
1.4540	7.8320
1.4543	7.8320
1.4547	7.8320
1.4550	7.8320
1.4553	7.8320
1.4557	7.8320
1.4560	7.8320
1.4563	7.8320
1.4567	7.8320
1.4570	7.8320
1.4573	7.8320
1.4577	7.8320
1.4580	7.8320
1.4583	7.8330
1.4587	7.8330
1.4590	7.8330
1.4593	7.8320
1.4597	7.8330
1.4600	7.8330
1.4603	7.8330
1.4607	7.8330
1.4610	7.8330
1.4613	7.8330
1.4617	7.8330
1.4620	7.8330
1.4623	7.8330
1.4627	7.8330
1.4630	7.8330
1.4633	7.8330
1.4637	7.8330
1.4640	7.8330
1.4643	7.8330
1.4647	7.8330
1.4650	7.8330
1.4653	7.8330
1.4657	7.8330
1.4660	7.8340
1.4663	7.8340
1.4667	7.8340
1.4670	7.8340
1.4673	7.8340
1.4677	7.8340
1.4680	7.8340
1.4683	7.8340
1.4687	7.8340
1.4690	7.8340
1.4693	7.8340
1.4697	7.8340
1.4700	7.8340
1.4703	7.8340
1.4707	7.8340
1.4710	7.8340
1.4713	7.8340
1.4717	7.8340
1.4720	7.8340
1.4723	7.8350
1.4727	7.8340
1.4730	7.8340
1.4733	7.8340
1.4737	7.8340
1.4740	7.8340
1.4743	7.8350
1.4747	7.8350
1.4750	7.8340
1.4753	7.8340
1.4757	7.8340
1.4760	7.8340
1.4763	7.8340
1.4767	7.8350
1.4770	7.8350
1.4773	7.8350
1.4777	7.8350
1.4780	7.8350
1.4783	7.8350
1.4787	7.8350
1.4790	7.8350
1.4793	7.8350
1.4797	7.8350
1.4800	7.8350
1.4803	7.8350
1.4807	7.8350
1.4810	7.8350
1.4813	7.8350
1.4817	7.8350
1.4820	7.8350
1.4823	7.8360
1.4827	7.8360
1.4830	7.8350
1.4833	7.8350
1.4837	7.8350
1.4840	7.8360
1.4843	7.8360
1.4847	7.8360
1.4850	7.8360
1.4853	7.8360
1.4857	7.8350
1.4860	7.8350
1.4863	7.8360
1.4867	7.8360
1.4870	7.8360
1.4873	7.8350
1.4877	7.8350
1.4880	7.8350
1.4883	7.8350
1.4887	7.8350
1.4890	7.8350
1.4893	7.8350
1.4897	7.8350
1.4900	7.8350
1.4903	7.8340
1.4907	7.8340
1.4910	7.8340
1.4913	7.8340
1.4917	7.8340
1.4920	7.8340
1.4923	7.8340
1.4927	7.8340
1.4930	7.8330
1.4933	7.8330
1.4937	7.8330
1.4940	7.8330
1.4943	7.8330
1.4947	7.8330
1.4950	7.8330
1.4953	7.8330
1.4957	7.8320
1.4960	7.8330
1.4963	7.8330
1.4967	7.8330
1.4970	7.8320
1.4973	7.8320
1.4977	7.8320
1.4980	7.8320
1.4983	7.8320
1.4987	7.8320
1.4990	7.8320
1.4993	7.8320
1.4997	7.8320
1.5000	7.8320
1.5003	7.8320
1.5007	7.8320
1.5010	7.8320
1.5013	7.8310
1.5017	7.8320
1.5020	7.8320
1.5023	7.8320
1.5027	7.8320
1.5030	7.8320
1.5033	7.8320
1.5037	7.8320
1.5040	7.8320
1.5043	7.8330
1.5047	7.8330
1.5050	7.8330
1.5053	7.8330
1.5057	7.8330
1.5060	7.8330
1.5063	7.8330
1.5067	7.8330
1.5070	7.8330
1.5073	7.8340
1.5077	7.8340
1.5080	7.8340
1.5083	7.8340
1.5087	7.8340
1.5090	7.8340
1.5093	7.8340
1.5097	7.8340
1.5100	7.8350
1.5103	7.8350
1.5107	7.8350
1.5110	7.8350
1.5113	7.8350
1.5117	7.8350
1.5120	7.8350
1.5123	7.8350
1.5127	7.8350
1.5130	7.8350
1.5133	7.8350
1.5137	7.8360
1.5140	7.8360
1.5143	7.8360
1.5147	7.8360
1.5150	7.8350
1.5153	7.8360
1.5157	7.8360
1.5160	7.8360
1.5163	7.8360
1.5167	7.8360
1.5170	7.8360
1.5173	7.8360
1.5177	7.8360
1.5180	7.8360
1.5183	7.8360
1.5187	7.8360
1.5190	7.8360
1.5193	7.8360
1.5197	7.8360
1.5200	7.8360
1.5203	7.8360
1.5207	7.8360
1.5210	7.8370
1.5213	7.8370
1.5217	7.8370
1.5220	7.8370
1.5223	7.8370
1.5227	7.8370
1.5230	7.8370
1.5233	7.8380
1.5237	7.8380
1.5240	7.8380
1.5243	7.8390
1.5247	7.8390
1.5250	7.8390
1.5253	7.8390
1.5257	7.8390
1.5260	7.8400
1.5263	7.8400
1.5267	7.8400
1.5270	7.8400
1.5273	7.8410
1.5277	7.8410
1.5280	7.8410
1.5283	7.8420
1.5287	7.8420
1.5290	7.8420
1.5293	7.8430
1.5297	7.8430
1.5300	7.8440
1.5303	7.8440
1.5307	7.8450
1.5310	7.8450
1.5313	7.8460
1.5317	7.8470
1.5320	7.8470
1.5323	7.8480
1.5327	7.8490
1.5330	7.8490
1.5333	7.8500
1.5337	7.8510
1.5340	7.8520
1.5343	7.8530
1.5347	7.8530
1.5350	7.8540
1.5353	7.8550
1.5357	7.8560
1.5360	7.8570
1.5363	7.8580
1.5367	7.8590
1.5370	7.8600
1.5373	7.8610
1.5377	7.8620
1.5380	7.8630
1.5383	7.8640
1.5387	7.8650
1.5390	7.8660
1.5393	7.8670
1.5397	7.8680
1.5400	7.8700
1.5403	7.8710
1.5407	7.8720
1.5410	7.8730
1.5413	7.8740
1.5417	7.8760
1.5420	7.8770
1.5423	7.8780
1.5427	7.8790
1.5430	7.8810
1.5433	7.8820
1.5437	7.8840
1.5440	7.8860
1.5443	7.8870
1.5447	7.8880
1.5450	7.8900
1.5453	7.8910
1.5457	7.8930
1.5460	7.8950
1.5463	7.8960
1.5467	7.8970
1.5470	7.8990
1.5473	7.9000
1.5477	7.9020
1.5480	7.9040
1.5483	7.9050
1.5487	7.9070
1.5490	7.9080
1.5493	7.9100
1.5497	7.9120
1.5500	7.9130
1.5503	7.9150
1.5507	7.9170
1.5510	7.9180
1.5513	7.9200
1.5517	7.9220
1.5520	7.9240
1.5523	7.9250
1.5527	7.9270
1.5530	7.9290
1.5533	7.9310
1.5537	7.9320
1.5540	7.9340
1.5543	7.9360
1.5547	7.9370
1.5550	7.9390
1.5553	7.9410
1.5557	7.9430
1.5560	7.9440
1.5563	7.9460
1.5567	7.9480
1.5570	7.9490
1.5573	7.9510
1.5577	7.9530
1.5580	7.9540
1.5583	7.9560
1.5587	7.9580
1.5590	7.9590
1.5593	7.9610
1.5597	7.9620
1.5600	7.9640
1.5603	7.9650
1.5607	7.9660
1.5610	7.9680
1.5613	7.9700
1.5617	7.9710
1.5620	7.9720
1.5623	7.9730
1.5627	7.9750
1.5630	7.9760
1.5633	7.9770
1.5637	7.9780
1.5640	7.9790
1.5643	7.9800
1.5647	7.9810
1.5650	7.9820
1.5653	7.9830
1.5657	7.9840
1.5660	7.9840
1.5663	7.9850
1.5667	7.9860
1.5670	7.9860
1.5673	7.9870
1.5677	7.9870
1.5680	7.9870
1.5683	7.9880
1.5687	7.9880
1.5690	7.9890
1.5693	7.9890
1.5697	7.9890
1.5700	7.9890
1.5703	7.9890
1.5707	7.9890
1.5710	7.9890
1.5713	7.9890
1.5717	7.9890
1.5720	7.9880
1.5723	7.9880
1.5727	7.9880
1.5730	7.9870
1.5733	7.9870
1.5737	7.9870
1.5740	7.9860
1.5743	7.9860
1.5747	7.9850
1.5750	7.9840
1.5753	7.9830
1.5757	7.9830
1.5760	7.9820
1.5763	7.9810
1.5767	7.9800
1.5770	7.9790
1.5773	7.9780
1.5777	7.9770
1.5780	7.9760
1.5783	7.9740
1.5787	7.9730
1.5790	7.9730
1.5793	7.9720
1.5797	7.9700
1.5800	7.9690
1.5803	7.9680
1.5807	7.9670
1.5810	7.9660
1.5813	7.9650
1.5817	7.9640
1.5820	7.9630
1.5823	7.9610
1.5827	7.9600
1.5830	7.9590
1.5833	7.9580
1.5837	7.9570
1.5840	7.9560
1.5843	7.9560
1.5847	7.9550
1.5850	7.9540
1.5853	7.9530
1.5857	7.9520
1.5860	7.9520
1.5863	7.9510
1.5867	7.9510
1.5870	7.9510
1.5873	7.9510
1.5877	7.9500
1.5880	7.9500
1.5883	7.9510
1.5887	7.9510
1.5890	7.9520
1.5893	7.9530
1.5897	7.9540
1.5900	7.9550
1.5903	7.9570
1.5907	7.9580
1.5910	7.9600
1.5913	7.9630
1.5917	7.9650
1.5920	7.9690
1.5923	7.9720
1.5927	7.9760
1.5930	7.9800
1.5933	7.9850
1.5937	7.9900
1.5940	7.9960
1.5943	8.0020
1.5947	8.0090
1.5950	8.0160
1.5953	8.0240
1.5957	8.0330
1.5960	8.0430
1.5963	8.0530
1.5967	8.0640
1.5970	8.0760
1.5973	8.0890
1.5977	8.1030
1.5980	8.1190
1.5983	8.1350
1.5987	8.1520
1.5990	8.1710
1.5993	8.1910
1.5997	8.2120
1.6000	8.2360
1.6003	8.2600
1.6007	8.2860
1.6010	8.3140
1.6013	8.3440
1.6017	8.3780
1.6020	8.4120
1.6023	8.4480
1.6027	8.4860
1.6030	8.5260
1.6033	8.5690
1.6037	8.6140
1.6040	8.6630
1.6043	8.7140
1.6047	8.7680
1.6050	8.8250
1.6053	8.8850
1.6057	8.9490
1.6060	9.0160
1.6063	9.0860
1.6067	9.1610
1.6070	9.2390
1.6073	9.3220
1.6077	9.4090
1.6080	9.5010
1.6083	9.5970
1.6087	9.6980
1.6090	9.8030
1.6093	9.9140
1.6097	10.0300
1.6100	10.1520
1.6103	10.2800
1.6107	10.4130
1.6110	10.5520
1.6113	10.6980
1.6117	10.8500
1.6120	11.0090
1.6123	11.1740
1.6127	11.3470
1.6130	11.5270
1.6133	11.7140
1.6137	11.9080
1.6140	12.1100
1.6143	12.3200
1.6147	12.5390
1.6150	12.7660
1.6153	13.0010
1.6157	13.2440
1.6160	13.4960
1.6163	13.7570
1.6167	14.0270
1.6170	14.3060
1.6173	14.5940
1.6177	14.8920
1.6180	15.1990
1.6183	15.5250
1.6187	15.8510
1.6190	16.1870
1.6193	16.5320
1.6197	16.8870
1.6200	17.2530
1.6203	17.6270
1.6207	18.0120
1.6210	18.4060
1.6213	18.8100
1.6217	19.2230
1.6220	19.6460
1.6223	20.0790
1.6227	20.5210
1.6230	20.9720
1.6233	21.4320
1.6237	21.9010
1.6240	22.3780
1.6243	22.8640
1.6247	23.3590
1.6250	23.8610
1.6253	24.3710
1.6257	24.8890
1.6260	25.4140
1.6263	25.9450
1.6267	26.4820
1.6270	27.0260
1.6273	27.5760
1.6277	28.1310
1.6280	28.6910
1.6283	29.2550
1.6287	29.8230
1.6290	30.3940
1.6293	30.9680
1.6297	31.5450
1.6300	32.1240
1.6303	32.7040
1.6307	33.2850
1.6310	33.8670
1.6313	34.4480
1.6317	35.0270
1.6320	35.6050
1.6323	36.1820
1.6327	36.7550
1.6330	37.3250
1.6333	37.8900
1.6337	38.4510
1.6340	39.0060
1.6343	39.5550
1.6347	40.0970
1.6350	40.6240
1.6353	41.1510
1.6357	41.6690
1.6360	42.1770
1.6363	42.6760
1.6367	43.1640
1.6370	43.6400
1.6373	44.1040
1.6377	44.5570
1.6380	44.9960
1.6383	45.4220
1.6387	45.8330
1.6390	46.2290
1.6393	46.6110
1.6397	46.9760
1.6400	47.3250
1.6403	47.6570
1.6407	47.9730
1.6410	48.2710
1.6413	48.5500
1.6417	48.8120
1.6420	49.0550
1.6423	49.2790
1.6427	49.4840
1.6430	49.6700
1.6433	49.8360
1.6437	49.9820
1.6440	50.1080
1.6443	50.2130
1.6447	50.2980
1.6450	50.3630
1.6453	50.4070
1.6457	50.4310
1.6460	50.4340
1.6463	50.4160
1.6467	50.3780
1.6470	50.3200
1.6473	50.2410
1.6477	50.1430
1.6480	50.0240
1.6483	49.8860
1.6487	49.7280
1.6490	49.5510
1.6493	49.3560
1.6497	49.1420
1.6500	48.9090
1.6503	48.6590
1.6507	48.3920
1.6510	48.1070
1.6513	47.8060
1.6517	47.4740
1.6520	47.1410
1.6523	46.7930
1.6527	46.4300
1.6530	46.0520
1.6533	45.6620
1.6537	45.2580
1.6540	44.8420
1.6543	44.4130
1.6547	43.9730
1.6550	43.5220
1.6553	43.0610
1.6557	42.5900
1.6560	42.1100
1.6563	41.6220
1.6567	41.1250
1.6570	40.6220
1.6573	40.1110
1.6577	39.5950
1.6580	39.0730
1.6583	38.5450
1.6587	38.0140
1.6590	37.4780
1.6593	36.9390
1.6597	36.3970
1.6600	35.8530
1.6603	35.3080
1.6607	34.7620
1.6610	34.2150
1.6613	33.6680
1.6617	33.1220
1.6620	32.5760
1.6623	32.0320
1.6627	31.4900
1.6630	30.9500
1.6633	30.4130
1.6637	29.8790
1.6640	29.3490
1.6643	28.8220
1.6647	28.3000
1.6650	27.7830
1.6653	27.2710
1.6657	26.7640
1.6660	26.2630
1.6663	25.7680
1.6667	25.2780
1.6670	24.7950
1.6673	24.3190
1.6677	23.8500
1.6680	23.3880
1.6683	22.9400
1.6687	22.4930
1.6690	22.0530
1.6693	21.6210
1.6697	21.1970
1.6700	20.7810
1.6703	20.3720
1.6707	19.9720
1.6710	19.5810
1.6713	19.1970
1.6717	18.8220
1.6720	18.4550
1.6723	18.0970
1.6727	17.7470
1.6730	17.4050
1.6733	17.0710
1.6737	16.7460
1.6740	16.4290
1.6743	16.1210
1.6747	15.8200
1.6750	15.5270
1.6753	15.2430
1.6757	14.9660
1.6760	14.6980
1.6763	14.4370
1.6767	14.1840
1.6770	13.9380
1.6773	13.7000
1.6777	13.4690
1.6780	13.2450
1.6783	13.0280
1.6787	12.8190
1.6790	12.6160
1.6793	12.4200
1.6797	12.2300
1.6800	12.0470
1.6803	11.8700
1.6807	11.6990
1.6810	11.5350
1.6813	11.3760
1.6817	11.2230
1.6820	11.0750
1.6823	10.9330
1.6827	10.7960
1.6830	10.6640
1.6833	10.5380
1.6837	10.4160
1.6840	10.2980
1.6843	10.1860
1.6847	10.0780
1.6850	9.9780
1.6853	9.8780
1.6857	9.7820
1.6860	9.6900
1.6863	9.6020
1.6867	9.5180
1.6870	9.4370
1.6873	9.3600
1.6877	9.2860
1.6880	9.2150
1.6883	9.1470
1.6887	9.0820
1.6890	9.0200
1.6893	8.9610
1.6897	8.9050
1.6900	8.8510
1.6903	8.8000
1.6907	8.7510
1.6910	8.7040
1.6913	8.6600
1.6917	8.6170
1.6920	8.5770
1.6923	8.5380
1.6927	8.5020
1.6930	8.4670
1.6933	8.4340
1.6937	8.4020
1.6940	8.3730
1.6943	8.3440
1.6947	8.3170
1.6950	8.2920
1.6953	8.2670
1.6957	8.2440
1.6960	8.2230
1.6963	8.2020
1.6967	8.1820
1.6970	8.1640
1.6973	8.1460
1.6977	8.1300
1.6980	8.1140
1.6983	8.0990
1.6987	8.0850
1.6990	8.0710
1.6993	8.0590
1.6997	8.0470
1.7000	8.0360
1.7003	8.0250
1.7007	8.0150
1.7010	8.0060
1.7013	7.9970
1.7017	7.9890
1.7020	7.9810
1.7023	7.9740
1.7027	7.9670
1.7030	7.9600
1.7033	7.9540
1.7037	7.9490
1.7040	7.9430
1.7043	7.9380
1.7047	7.9330
1.7050	7.9290
1.7053	7.9240
1.7057	7.9200
1.7060	7.9160
1.7063	7.9130
1.7067	7.9090
1.7070	7.9060
1.7073	7.9030
1.7077	7.9000
1.7080	7.8980
1.7083	7.8950
1.7087	7.8930
1.7090	7.8910
1.7093	7.8890
1.7097	7.8870
1.7100	7.8850
1.7103	7.8830
1.7107	7.8820
1.7110	7.8800
1.7113	7.8790
1.7117	7.8770
1.7120	7.8760
1.7123	7.8750
1.7127	7.8740
1.7130	7.8730
1.7133	7.8720
1.7137	7.8710
1.7140	7.8700
1.7143	7.8690
1.7147	7.8680
1.7150	7.8680
1.7153	7.8670
1.7157	7.8660
1.7160	7.8650
1.7163	7.8650
1.7167	7.8640
1.7170	7.8630
1.7173	7.8630
1.7177	7.8620
1.7180	7.8620
1.7183	7.8610
1.7187	7.8610
1.7190	7.8600
1.7193	7.8600
1.7197	7.8590
1.7200	7.8590
1.7203	7.8580
1.7207	7.8580
1.7210	7.8580
1.7213	7.8570
1.7217	7.8570
1.7220	7.8570
1.7223	7.8560
1.7227	7.8560
1.7230	7.8550
1.7233	7.8550
1.7237	7.8550
1.7240	7.8540
1.7243	7.8540
1.7247	7.8540
1.7250	7.8540
1.7253	7.8530
1.7257	7.8530
1.7260	7.8530
1.7263	7.8530
1.7267	7.8520
1.7270	7.8520
1.7273	7.8520
1.7277	7.8510
1.7280	7.8510
1.7283	7.8510
1.7287	7.8510
1.7290	7.8510
1.7293	7.8500
1.7297	7.8500
1.7300	7.8500
1.7303	7.8500
1.7307	7.8490
1.7310	7.8490
1.7313	7.8490
1.7317	7.8480
1.7320	7.8480
1.7323	7.8480
1.7327	7.8480
1.7330	7.8480
1.7333	7.8470
1.7337	7.8470
1.7340	7.8470
1.7343	7.8470
1.7347	7.8460
1.7350	7.8460
1.7353	7.8460
1.7357	7.8450
1.7360	7.8450
1.7363	7.8450
1.7367	7.8450
1.7370	7.8440
1.7373	7.8440
1.7377	7.8440
1.7380	7.8440
1.7383	7.8430
1.7387	7.8430
1.7390	7.8430
1.7393	7.8430
1.7397	7.8420
1.7400	7.8420
1.7403	7.8420
1.7407	7.8410
1.7410	7.8410
1.7413	7.8410
1.7417	7.8410
1.7420	7.8400
1.7423	7.8400
1.7427	7.8400
1.7430	7.8390
1.7433	7.8390
1.7437	7.8390
1.7440	7.8390
1.7443	7.8380
1.7447	7.8380
1.7450	7.8380
1.7453	7.8380
1.7457	7.8370
1.7460	7.8370
1.7463	7.8370
1.7467	7.8360
1.7470	7.8360
1.7473	7.8360
1.7477	7.8360
1.7480	7.8360
1.7483	7.8360
1.7487	7.8350
1.7490	7.8350
1.7493	7.8340
1.7497	7.8340
1.7500	7.8340
1.7503	7.8340
1.7507	7.8340
1.7510	7.8340
1.7513	7.8330
1.7517	7.8330
1.7520	7.8330
1.7523	7.8330
1.7527	7.8320
1.7530	7.8320
1.7533	7.8320
1.7537	7.8320
1.7540	7.8320
1.7543	7.8320
1.7547	7.8310
1.7550	7.8310
1.7553	7.8310
1.7557	7.8310
1.7560	7.8310
1.7563	7.8310
1.7567	7.8310
1.7570	7.8310
1.7573	7.8310
1.7577	7.8310
1.7580	7.8310
1.7583	7.8310
1.7587	7.8300
1.7590	7.8300
1.7593	7.8310
1.7597	7.8310
1.7600	7.8310
1.7603	7.8310
1.7607	7.8310
1.7610	7.8310
1.7613	7.8310
1.7617	7.8310
1.7620	7.8310
1.7623	7.8310
1.7627	7.8310
1.7630	7.8310
1.7633	7.8310
1.7637	7.8320
1.7640	7.8320
1.7643	7.8320
1.7647	7.8320
1.7650	7.8320
1.7653	7.8320
1.7657	7.8330
1.7660	7.8330
1.7663	7.8330
1.7667	7.8330
1.7670	7.8340
1.7673	7.8340
1.7677	7.8350
1.7680	7.8350
1.7683	7.8360
1.7687	7.8360
1.7690	7.8360
1.7693	7.8370
1.7697	7.8370
1.7700	7.8380
1.7703	7.8380
1.7707	7.8390
1.7710	7.8390
1.7713	7.8390
1.7717	7.8400
1.7720	7.8400
1.7723	7.8410
1.7727	7.8410
1.7730	7.8420
1.7733	7.8420
1.7737	7.8430
1.7740	7.8430
1.7743	7.8440
